CUSTNAME,GenderCode,CITY,CREDITCARD_TYPE,CUST_ID,ORDER_ID,ORDER_DATE,ORDER_TIME,AGE,T_TYPE,PURCHASE_TOUCHPOINT,PURCHASE_STATUS,GENERATION,portfolio_1,portfolio_2,portfolio_3,portfolio_4,portfolio_5,portfolio_6,portfolio_7,portfolio_8,portfolio_9,portfolio_10,portfolio_11,portfolio_12,portfolio_13,portfolio_14,portfolio_15,portfolio_16,portfolio_17,portfolio_18,portfolio_19,portfolio_20,portfolio_21,portfolio_22,portfolio_23,portfolio_24,portfolio_25,portfolio_26,portfolio_27,portfolio_28,portfolio_29
Ryan Culpepper      ,Mr.,Blooming Grove,JCB,10348,5649,2016-02-09 00:00:00.000,2016.2.9 18:50,18,Complete,Phone,Occasional,Gen_Z,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Culpepper      ,Mr.,Blooming Grove,JCB,10348,5763,2016-01-20 00:00:00.000,2016.1.20 22:39,18,Complete,Phone,Occasional,Gen_Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
Ryan Culpepper      ,Mr.,Blooming Grove,JCB,10348,6810,2016-04-20 00:00:00.000,2016.4.20 22:38,18,Complete,Desktop,Occasional,Gen_Z,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Gary Bolger         ,Mr.,Bloomington,VISA,10352,5382,2016-03-31 00:00:00.000,2016.3.31 18:57,55,In-Progress,Phone,Occasional,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johnny Strait       ,Mr.,Bobtown,Diners Club,10360,1009,2016-08-10 00:00:00.000,2016.8.10 22:07,age-66,Cancelled,Phone,FirstTime,Gen_Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1
Johnny Strait       ,Mr.,Bobtown,Diners Club,10360,2547,2016-04-10 00:00:00.000,2016.4.10 22:47,age-66,Complete,Phone,FirstTime,Gen_Z,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Johnny Strait       ,Mr.,Bobtown,Diners Club,10360,2886,2016-03-16 17:47:25.000,2016.3.16 17:47,age-66,Complete,Phone,FirstTime,Gen_Z,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Johnny Strait       ,Mr.,Bobtown,Diners Club,10360,3787,2016-12-10 00:00:00.000,2016.12.10 1:32,age-66,Complete,Phone,FirstTime,Gen_Z,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
Johnny Strait       ,Mr.,Bobtown,Diners Club,10360,4054,2016-02-17 00:00:00.000,2016.2.17 5:25,age-66,Complete,Phone,FirstTime,Gen_Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
Johnny Strait       ,Mr.,Bobtown,Diners Club,10360,4751,2016-03-16 17:47:25.000,2016.3.16 17:47,age-66,Complete,Phone,FirstTime,Gen_Z,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1
Johnny Strait       ,Mr.,Bobtown,Diners Club,10360,8311,2016-04-30 00:00:00.000,2016.4.30 1:02,age-66,Abandoned,Phone,FirstTime,Gen_Z,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Johnny Strait       ,Mr.,Bobtown,Diners Club,10360,9199,2016-04-13 00:00:00.000,2016.4.13 23:47,age-66,Complete,Phone,FirstTime,Gen_Z,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0
Kathy Barnett       ,Mrs.,Boise,American Express,10364,1920,2016-08-25 00:00:00.000,2016.8.25 16:39,69,Complete,Desktop,Frequent,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
Kathy Barnett       ,Mrs.,Boise,American Express,10364,6215,2016-01-20 00:00:00.000,2016.1.20 22:39,69,Complete,Desktop,Frequent,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Kathy Barnett       ,Mrs.,Boise,American Express,10364,8443,2016-08-31 00:00:00.000,2016.8.31 19:17,69,Complete,Desktop,Frequent,Baby_Boomers,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1
Herbert Black       ,Mr.,Bolzaneto,Discover,10368,1483,2016-12-10 00:00:00.000,2016.12.10 1:32,30,Complete,Phone,Occasional,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Herbert Black       ,Mr.,Bolzaneto,Discover,10368,3914,2016-06-09 00:00:00.000,2016.6.9 18:50,30,Complete,Phone,Occasional,Gen_Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Herbert Black       ,Mr.,Bolzaneto,Discover,10368,6063,2016-11-11 00:00:00.000,2016.11.11 21:47,30,Complete,Phone,Occasional,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Herbert Black       ,Mr.,Bolzaneto,Discover,10368,7077,2016-09-25 00:00:00.000,2016.9.25 16:43,30,Complete,Phone,Occasional,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Rebecca Palmateer   ,Mrs.,Boomey,JCB,10376,677,2016-01-01 00:00:00.000,2016.1.1 15:47,31,Complete,Phone,Occasional,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rebecca Palmateer   ,Mrs.,Boomey,JCB,10376,6188,2016-03-04 00:00:00.000,2016.3.4 2:25,31,Complete,Phone,Occasional,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Clare Johnson       ,Mrs.,Boorhaman North,American Express,10380,6111,2016-10-22 00:00:00.000,2016.10.22 17:33,19,Complete,Phone,FirstTime,Gen_Z,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clare Johnson       ,Mrs.,Boorhaman North,American Express,10380,6849,2016-12-07 00:00:00.000,2016.12.7 8:43,19,Complete,Phone,FirstTime,Gen_Z,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Clare Johnson       ,Mrs.,Boorhaman North,American Express,10380,8289,2016-09-16 00:00:00.000,2016.9.16 9:11,19,Cancelled,Phone,FirstTime,Gen_Z,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Felicia Gutierrez   ,Mrs.,Bordeaux,VISA,10384,6846,2016-03-28 00:00:00.000,2016.3.28 2:22,65,Complete,Desktop,Occasional,Baby_Boomers,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Felicia Gutierrez   ,Mrs.,Bordeaux,VISA,10384,8660,2016-06-23 00:00:00.000,2016.6.23 15:29,65,Complete,Desktop,Occasional,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
Felicia Gutierrez   ,Mrs.,Bordeaux,VISA,10384,8692,2016-03-16 17:47:25.000,2016.3.16 17:47,65,Complete,Desktop,Occasional,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
Thomas Martin       ,Mr.,Borgo Alla Collina,American Express,10388,5192,2016-10-26 00:00:00.000,2016.10.26 20:07,48,Complete,Phone,Occasional,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomas Martin       ,Mr.,Borgo Alla Collina,American Express,10388,6870,2016-01-08 00:00:00.000,2016.1.8 3:13,48,Complete,Phone,Occasional,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Thomas Martin       ,Mr.,Borgo Alla Collina,American Express,10388,7240,2016-09-10 00:00:00.000,2016.9.10 20:27,48,In-Progress,Phone,Occasional,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Thomas Martin       ,Mr.,Borgo Alla Collina,American Express,10388,8923,2016-08-17 00:00:00.000,2016.8.17 6:19,48,Complete,Phone,Occasional,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
Maggie Moore        ,Mrs.,Boston,VISA,10392,793,2016-12-10 00:00:00.000,2016.12.10 1:32,40,Complete,Phone,Occasional,Gen_Y,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Maggie Moore        ,Mrs.,Boston,VISA,10392,3516,2016-03-08 00:00:00.000,2016.3.8 20:32,40,Complete,Phone,Occasional,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Maggie Moore        ,Mrs.,Boston,VISA,10392,5485,2016-05-06 00:00:00.000,2016.5.6 9:11,40,Cancelled,Phone,Occasional,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Maggie Moore        ,Mrs.,Boston,VISA,10392,5887,2016-01-06 00:00:00.000,2016.1.6 18:23,40,Complete,Phone,Occasional,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Maggie Moore        ,Mrs.,Boston,VISA,10392,8079,2016-11-03 00:00:00.000,2016.11.3 19:43,40,Complete,Phone,Occasional,Gen_Y,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maggie Moore        ,Mrs.,Boston,VISA,10392,8206,2016-03-16 17:47:25.000,2016.3.16 17:47,40,Complete,Phone,Occasional,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Donald Leibowitz    ,Mr.,Boston,Discover,10396,1066,2016-11-13 00:00:00.000,2016.11.13 21:59,63,Complete,Phone,Occasional,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Donald Leibowitz    ,Mr.,Boston,Discover,10396,4867,2016-03-16 17:47:25.000,2016.3.16 17:47,63,In-Progress,Phone,Occasional,Baby_Boomers,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott Boles         ,Mr.,Boston,Diners Club,10400,1415,2016-09-23 00:00:00.000,2016.9.23 16:43,NA,In-Progress,Phone,Occasional,Gen_Z,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott Boles         ,Mr.,Boston,Diners Club,10400,3971,2016-01-28 00:00:00.000,2016.1.28 13:13,NA,Complete,Phone,Occasional,Gen_Z,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Scott Boles         ,Mr.,Boston,Diners Club,10400,9070,2016-05-11 00:00:00.000,2016.5.11 21:27,NA,Complete,Phone,Occasional,Gen_Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
Scott Boles         ,Mr.,Boston,Diners Club,10400,9098,2016-11-12 00:00:00.000,2016.12.12 3:19,NA,Complete,Desktop,Occasional,Gen_Z,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
John Stuart         ,Mr.,Bourg-en-bresse,VISA,10404,264,2016-01-20 00:00:00.000,2016.1.20 22:39,77,Cancelled,Desktop,Frequent,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
John Stuart         ,Mr.,Bourg-en-bresse,VISA,10404,822,2016-03-31 00:00:00.000,2016.3.31 18:57,77,Complete,Desktop,Frequent,Baby_Boomers,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
John Stuart         ,Mr.,Bourg-en-bresse,VISA,10404,6499,2016-10-26 00:00:00.000,2016.10.26 20:07,77,Complete,Desktop,Frequent,Baby_Boomers,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0
Denise Fowler       ,Mrs.,Bovenden,Diners Club,10408,246,2016-11-17 00:00:00.000,2016.11.17 17:43,71,Cancelled,Desktop,FirstTime,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
Denise Fowler       ,Mrs.,Bovenden,Diners Club,10408,544,2016-08-17 00:00:00.000,2016.8.17 6:19,71,Complete,Desktop,FirstTime,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
Denise Fowler       ,Mrs.,Bovenden,Diners Club,10408,7678,2016-06-29 00:00:00.000,2016.6.29 16:50,71,Complete,Desktop,FirstTime,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1
Denise Fowler       ,Mrs.,Bovenden,Diners Club,10408,8293,2016-05-12 00:00:00.000,2016.5.12 20:07,71,Abandoned,Desktop,FirstTime,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
Heidi Prater        ,Mrs.,Bradshaw,JCB,10416,2099,2016-12-28 00:00:00.000,2016.12.28 4:44,age-58,Complete,Phone,Occasional,Gen_Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Heidi Prater        ,Mrs.,Bradshaw,JCB,10416,6160,2016-08-17 00:00:00.000,2016.8.17 6:19,age-58,Complete,Phone,Occasional,Gen_Z,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Heidi Prater        ,Mrs.,Bradshaw,JCB,10416,6322,2016-03-16 17:47:25.000,2016.3.16 17:47,age-58,Complete,Phone,Occasional,Gen_Z,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1
Jeffry Thompson     ,Mr.,Brancaleone,JCB,10420,2756,2016-02-26 00:00:00.000,2016.2.26 10:25,54,Complete,Phone,Occasional,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Jeffry Thompson     ,Mr.,Brancaleone,JCB,10420,8468,2016-06-29 00:00:00.000,2016.6.29 16:50,54,Abandoned,Phone,Occasional,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Susan Evans         ,Mrs.,Brattleboro,JCB,10424,4351,2016-02-17 00:00:00.000,2016.2.17 5:25,31,In-Progress,Phone,Occasional,Gen_Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
Thomas Leon         ,Mr.,Bregano,JCB,10428,1132,2016-11-09 00:00:00.000,2016.11.9 17:33,age-20,Complete,Phone,Frequent,Gen_Z,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Thomas Leon         ,Mr.,Bregano,JCB,10428,3536,2016-01-20 00:00:00.000,2016.1.20 20:43,age-20,Complete,Phone,Frequent,Gen_Z,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Thomas Leon         ,Mr.,Bregano,JCB,10428,5931,2016-04-29 00:00:00.000,2016.4.29 20:59,age-20,Complete,Phone,Frequent,Gen_Z,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Bonnie Allen        ,Mrs.,Brightly,VISA,10440,8905,2016-10-22 00:00:00.000,2016.10.22 17:33,39,Complete,Phone,Occasional,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Karen King          ,Mrs.,Briosco,Discover,10444,9110,2016-05-11 00:00:00.000,2016.5.11 5:11,65,Complete,Desktop,Frequent,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
John Long           ,Mr.,Broadway,American Express,10448,1444,2016-04-30 00:00:00.000,2016.4.30 1:02,55,Complete,Phone,Occasional,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
John Long           ,Mr.,Broadway,American Express,10448,7300,2016-02-26 00:00:00.000,2016.2.26 10:25,55,Complete,Phone,Occasional,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Anthony Sills       ,Mr.,Brooklyn,American Express,10452,3127,2016-04-06 00:00:00.000,2016.4.6 13:07,46,Complete,Phone,Occasional,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Sills       ,Mr.,Brooklyn,American Express,10452,7355,2016-10-20 00:00:00.000,2016.10.20 20:07,46,Complete,Phone,Occasional,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Edwin Pearson       ,Mr.,Brucktal,JCB,10456,3309,2016-03-16 17:47:25.000,2016.3.16 17:47,65,Complete,Desktop,Occasional,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
Edwin Pearson       ,Mr.,Brucktal,JCB,10456,5257,2016-11-10 00:00:00.000,2016.11.10 17:43,65,Complete,Desktop,Occasional,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
Edwin Pearson       ,Mr.,Brucktal,JCB,10456,9245,2016-12-10 00:00:00.000,2016.12.10 1:32,65,Complete,Desktop,Occasional,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
Raymond Peters      ,Mr.,Brunswick,American Express,10460,2481,2016-11-03 00:00:00.000,2016.11.3 8:44,54,Complete,Phone,Occasional,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Raymond Peters      ,Mr.,Brunswick,American Express,10460,5126,2016-03-16 17:47:25.000,2016.3.16 17:47,54,Complete,Phone,Occasional,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Martin Jones        ,Mr.,Bryce Canyon,JCB,10464,4563,2016-03-14 00:00:00.000,2016.3.14 2:22,51,In-Progress,Phone,Occasional,Gen_X,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin Jones        ,Mr.,Bryce Canyon,JCB,10464,8476,2016-05-12 00:00:00.000,2016.5.12 20:07,51,Complete,Phone,Occasional,Gen_X,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Jane Meyer          ,Mrs.,Bufalata,Discover,10468,939,2016-06-26 00:00:00.000,2016.6.26 15:29,20,Complete,Phone,Frequent,Gen_Z,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
Jane Meyer          ,Mrs.,Bufalata,Discover,10468,2901,2016-04-02 00:00:00.000,2016.4.2 16:33,20,In-Progress,Phone,Frequent,Gen_Z,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
Jane Meyer          ,Mrs.,Bufalata,Discover,10468,5236,2016-02-06 00:00:00.000,2016.2.6 13:07,20,In-Progress,Phone,Frequent,Gen_Z,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martha Nguyen       ,Mrs.,Buffalo Grove,American Express,10472,7124,2016-05-30 00:00:00.000,2016.5.30 17:27,age-65,Complete,Phone,FirstTime,Gen_Z,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1
Mattie Marsh        ,Mrs.,BURNHOUSE,Discover,10484,5980,2016-04-26 00:00:00.000,2016.4.26 2:22,79,Complete,Desktop,Frequent,Baby_Boomers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
Maria Moore         ,Mrs.,Busano,American Express,10488,1269,2016-04-07 00:00:00.000,2016.4.7 8:47,36,Complete,Phone,Occasional,Gen_Y,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maria Moore         ,Mrs.,Busano,American Express,10488,1961,2016-03-16 17:47:25.000,2016.3.16 17:47,36,Complete,Phone,Occasional,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Maria Moore         ,Mrs.,Busano,American Express,10488,7385,2016-04-10 00:00:00.000,2016.4.10 22:47,36,Complete,Phone,Occasional,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Maria Moore         ,Mrs.,Busano,American Express,10488,7881,2016-06-11 00:00:00.000,2016.6.11 15:36,36,Cancelled,Phone,Occasional,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Madelaine Fager     ,Mrs.,Cabanandra,VISA,10492,664,2016-03-16 17:47:25.000,2016.3.16 17:47,63,Complete,Phone,Occasional,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
Madelaine Fager     ,Mrs.,Cabanandra,VISA,10492,915,2016-12-07 00:00:00.000,2016.12.7 8:43,63,Complete,Phone,Occasional,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madelaine Fager     ,Mrs.,Cabanandra,VISA,10492,3066,2016-10-26 00:00:00.000,2016.10.26 20:07,63,Complete,Phone,Occasional,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Madelaine Fager     ,Mrs.,Cabanandra,VISA,10492,3141,2016-11-11 00:00:00.000,2016.11.11 21:47,63,Complete,Phone,Occasional,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
William Knee        ,Mr.,Cachan,VISA,10496,2422,2016-11-03 00:00:00.000,2016.11.3 8:44,30,Complete,Phone,Occasional,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
William Knee        ,Mr.,Cachan,VISA,10496,6771,2016-01-01 00:00:00.000,2016.1.1 15:47,30,Complete,Phone,Occasional,Gen_Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
William Knee        ,Mr.,Cachan,VISA,10496,6850,2016-06-23 00:00:00.000,2016.6.23 15:29,30,Complete,Phone,Occasional,Gen_Y,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
William Knee        ,Mr.,Cachan,VISA,10496,7394,2016-10-20 00:00:00.000,2016.10.20 20:07,30,Complete,Phone,Occasional,Gen_Y,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
William Knee        ,Mr.,Cachan,VISA,10496,7540,2016-07-29 00:00:00.000,2016.7.29 20:59,30,Complete,Phone,Occasional,Gen_Y,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Howard Gonzales     ,Mr.,Cahaba Heights,Diners Club,10500,1007,2016-01-20 00:00:00.000,2016.1.20 20:43,54,Cancelled,Phone,Occasional,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Howard Gonzales     ,Mr.,Cahaba Heights,Diners Club,10500,3442,2016-12-28 00:00:00.000,2016.12.28 4:44,54,Complete,Phone,Occasional,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Howard Gonzales     ,Mr.,Cahaba Heights,Diners Club,10500,5581,2016-03-16 17:47:25.000,2016.3.16 17:47,54,Complete,Phone,Occasional,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Howard Gonzales     ,Mr.,Cahaba Heights,Diners Club,10500,6663,2016-01-06 00:00:00.000,2016.1.6 18:23,54,Cancelled,Phone,Occasional,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Howard Gonzales     ,Mr.,Cahaba Heights,Diners Club,10500,6689,2016-03-16 17:47:25.000,2016.3.16 17:47,54,In-Progress,Phone,Occasional,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Howard Gonzales     ,Mr.,Cahaba Heights,Diners Club,10500,6744,2016-06-01 00:00:00.000,2016.6.1 16:58,54,Complete,Phone,Occasional,Baby_Boomers,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Howard Gonzales     ,Mr.,Cahaba Heights,Diners Club,10500,7212,2016-01-03 00:00:00.000,2016.1.3 15:47,54,Complete,Phone,Occasional,Baby_Boomers,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
